age,age_can_class,job,marital,education_lvl,education,default,housing,loan,contact,quarter,month,day_of_week,campaign,previous,contact_var,was_contacted,pweek,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
35,0,11,1,3,6,1,1,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
36,0,11,1,0,3,0,1,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
55,0,0,2,3,6,0,0,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
59,0,2,0,3,6,0,0,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
57,0,5,0,0,5,1,0,0,0,2,5,1,2,0,2,0,0,0,1.1,93.994,-36.4,4.857,5191,0
39,0,3,0,2,4,1,1,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
39,0,0,0,0,0,1,1,0,0,2,5,1,2,0,2,0,0,0,1.1,93.994,-36.4,4.857,5191,0
30,0,3,1,0,5,0,1,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
30,0,3,1,0,5,0,1,1,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
50,0,0,0,0,0,1,0,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
40,0,1,0,1,1,0,0,0,0,2,5,1,3,0,3,0,0,0,1.1,93.994,-36.4,4.857,5191,0
35,0,2,0,1,1,0,1,0,0,2,5,1,2,0,2,0,0,0,1.1,93.994,-36.4,4.857,5191,0
43,0,4,0,0,5,1,0,0,0,2,5,1,2,0,2,0,0,0,1.1,93.994,-36.4,4.857,5191,0
36,0,1,1,0,2,1,1,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
46,0,4,0,0,0,1,1,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
40,0,4,0,0,3,0,0,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
58,0,5,0,3,6,0,0,0,0,2,5,1,1,0,1,0,0,0,1.1,93.994,-36.4,4.857,5191,0
42,0,4,0,3,6,0,0,0,0,2,5,1,2,0,2,0,0,0,1.1,93.994,-36.4,4.857,5191,0
35,0,2,1,3,6,0,0,0,0,2,5,1,2,0,2,0,0,0,1.1,93.994,-36.4,4.857,5191,0
43,0,5,0,0,0,1,0,0,0,2,5,1,3,0,3,0,0,0,1.1,93.994,-36.4,4.857,5191,0
